question_id,quiz_id,question_text,subtopic,student_id,module_id,module_name,attempt_number,quiz_score_percent,quiz_timestamp,quiz_duration_secs,is_correct
QN10,QZ01,How can anomaly detection in datasets improve decision-making during the initial stages of data analytics?,Intro to Data Analytics,S03,DAVA,Data Visualization & Analytics,1,60,2024-09-29 04:34:43,1572,1
QN10,QZ01,How can anomaly detection in datasets improve decision-making during the initial stages of data analytics?,Intro to Data Analytics,S03,DAVA,Data Visualization & Analytics,2,70,2024-10-08 06:00:43,967,1
QN2,QZ01,How can outlier detection in data analytics enhance the accuracy of predictive models before visualization begins?,Intro to Data Analytics,S03,DAVA,Data Visualization & Analytics,1,60,2024-09-29 04:34:43,1572,1
QN2,QZ01,How can outlier detection in data analytics enhance the accuracy of predictive models before visualization begins?,Intro to Data Analytics,S03,DAVA,Data Visualization & Analytics,2,70,2024-10-08 06:00:43,967,1
QN3,QZ01,How can data anomalies discovered during exploratory analysis impact the conclusions drawn in data analytics projects?,Intro to Data Analytics,S03,DAVA,Data Visualization & Analytics,1,60,2024-09-29 04:34:43,1572,0
QN3,QZ01,How can data anomalies discovered during exploratory analysis impact the conclusions drawn in data analytics projects?,Intro to Data Analytics,S03,DAVA,Data Visualization & Analytics,2,70,2024-10-08 06:00:43,967,0
QN4,QZ01,How does exploratory data analysis (EDA) enhance the decision-making process before applying predictive models?,Intro to Data Analytics,S03,DAVA,Data Visualization & Analytics,1,60,2024-09-29 04:34:43,1572,0
QN4,QZ01,How does exploratory data analysis (EDA) enhance the decision-making process before applying predictive models?,Intro to Data Analytics,S03,DAVA,Data Visualization & Analytics,2,70,2024-10-08 06:00:43,967,0
QN5,QZ01,How can data visualization enhance the interpretability of patterns in raw datasets during the initial stages of data analytics?,Intro to Data Analytics,S03,DAVA,Data Visualization & Analytics,1,60,2024-09-29 04:34:43,1572,1
QN5,QZ01,How can data visualization enhance the interpretability of patterns in raw datasets during the initial stages of data analytics?,Intro to Data Analytics,S03,DAVA,Data Visualization & Analytics,2,70,2024-10-08 06:00:43,967,1
QN6,QZ01,How can data visualization uncover hidden patterns in raw data that traditional statistical summaries might miss?,Intro to Data Analytics,S03,DAVA,Data Visualization & Analytics,1,60,2024-09-29 04:34:43,1572,0
QN6,QZ01,How can data visualization uncover hidden patterns in raw data that traditional statistical summaries might miss?,Intro to Data Analytics,S03,DAVA,Data Visualization & Analytics,2,70,2024-10-08 06:00:43,967,0
QN7,QZ01,How can exploratory data analysis influence the choice of visualization methods in uncovering hidden patterns within a new dataset?,Intro to Data Analytics,S03,DAVA,Data Visualization & Analytics,1,60,2024-09-29 04:34:43,1572,1
QN7,QZ01,How can exploratory data analysis influence the choice of visualization methods in uncovering hidden patterns within a new dataset?,Intro to Data Analytics,S03,DAVA,Data Visualization & Analytics,2,70,2024-10-08 06:00:43,967,1
QN8,QZ01,How does focusing on data quality early in analytics impact the accuracy of visualized insights in decision-making processes?,Intro to Data Analytics,S03,DAVA,Data Visualization & Analytics,1,60,2024-09-29 04:34:43,1572,1
QN8,QZ01,How does focusing on data quality early in analytics impact the accuracy of visualized insights in decision-making processes?,Intro to Data Analytics,S03,DAVA,Data Visualization & Analytics,2,70,2024-10-08 06:00:43,967,1
QN9,QZ01,How does converting raw data into informative visuals improve insights during the initial phase of data analytics?,Intro to Data Analytics,S03,DAVA,Data Visualization & Analytics,1,60,2024-09-29 04:34:43,1572,0
QN9,QZ01,How does converting raw data into informative visuals improve insights during the initial phase of data analytics?,Intro to Data Analytics,S03,DAVA,Data Visualization & Analytics,2,70,2024-10-08 06:00:43,967,1
QN1,QZ01,How does exploratory data analysis enhance decision-making in data analytics beyond just generating static reports?,Intro to Data Analytics,S04,DAVA,Data Visualization & Analytics,1,70,2024-09-28 05:43:55,644,1
QN10,QZ01,How can anomaly detection in datasets improve decision-making during the initial stages of data analytics?,Intro to Data Analytics,S04,DAVA,Data Visualization & Analytics,1,70,2024-09-28 05:43:55,644,1
QN2,QZ01,How can outlier detection in data analytics enhance the accuracy of predictive models before visualization begins?,Intro to Data Analytics,S04,DAVA,Data Visualization & Analytics,1,70,2024-09-28 05:43:55,644,1
QN3,QZ01,How can data anomalies discovered during exploratory analysis impact the conclusions drawn in data analytics projects?,Intro to Data Analytics,S04,DAVA,Data Visualization & Analytics,1,70,2024-09-28 05:43:55,644,0
QN4,QZ01,How does exploratory data analysis (EDA) enhance the decision-making process before applying predictive models?,Intro to Data Analytics,S04,DAVA,Data Visualization & Analytics,1,70,2024-09-28 05:43:55,644,0
QN5,QZ01,How can data visualization enhance the interpretability of patterns in raw datasets during the initial stages of data analytics?,Intro to Data Analytics,S04,DAVA,Data Visualization & Analytics,1,70,2024-09-28 05:43:55,644,1
QN6,QZ01,How can data visualization uncover hidden patterns in raw data that traditional statistical summaries might miss?,Intro to Data Analytics,S04,DAVA,Data Visualization & Analytics,1,70,2024-09-28 05:43:55,644,0
QN7,QZ01,How can exploratory data analysis influence the choice of visualization methods in uncovering hidden patterns within a new dataset?,Intro to Data Analytics,S04,DAVA,Data Visualization & Analytics,1,70,2024-09-28 05:43:55,644,1
QN8,QZ01,How does focusing on data quality early in analytics impact the accuracy of visualized insights in decision-making processes?,Intro to Data Analytics,S04,DAVA,Data Visualization & Analytics,1,70,2024-09-28 05:43:55,644,1
QN9,QZ01,How does converting raw data into informative visuals improve insights during the initial phase of data analytics?,Intro to Data Analytics,S04,DAVA,Data Visualization & Analytics,1,70,2024-09-28 05:43:55,644,1
QN1,QZ01,How does exploratory data analysis enhance decision-making in data analytics beyond just generating static reports?,Intro to Data Analytics,S05,DAVA,Data Visualization & Analytics,1,70,2024-02-24 20:08:32,1529,1
QN10,QZ01,How can anomaly detection in datasets improve decision-making during the initial stages of data analytics?,Intro to Data Analytics,S05,DAVA,Data Visualization & Analytics,1,70,2024-02-24 20:08:32,1529,1
QN2,QZ01,How can outlier detection in data analytics enhance the accuracy of predictive models before visualization begins?,Intro to Data Analytics,S05,DAVA,Data Visualization & Analytics,1,70,2024-02-24 20:08:32,1529,1
QN3,QZ01,How can data anomalies discovered during exploratory analysis impact the conclusions drawn in data analytics projects?,Intro to Data Analytics,S05,DAVA,Data Visualization & Analytics,1,70,2024-02-24 20:08:32,1529,0
QN4,QZ01,How does exploratory data analysis (EDA) enhance the decision-making process before applying predictive models?,Intro to Data Analytics,S05,DAVA,Data Visualization & Analytics,1,70,2024-02-24 20:08:32,1529,0
QN5,QZ01,How can data visualization enhance the interpretability of patterns in raw datasets during the initial stages of data analytics?,Intro to Data Analytics,S05,DAVA,Data Visualization & Analytics,1,70,2024-02-24 20:08:32,1529,1
QN6,QZ01,How can data visualization uncover hidden patterns in raw data that traditional statistical summaries might miss?,Intro to Data Analytics,S05,DAVA,Data Visualization & Analytics,1,70,2024-02-24 20:08:32,1529,0
QN7,QZ01,How can exploratory data analysis influence the choice of visualization methods in uncovering hidden patterns within a new dataset?,Intro to Data Analytics,S05,DAVA,Data Visualization & Analytics,1,70,2024-02-24 20:08:32,1529,1
QN8,QZ01,How does focusing on data quality early in analytics impact the accuracy of visualized insights in decision-making processes?,Intro to Data Analytics,S05,DAVA,Data Visualization & Analytics,1,70,2024-02-24 20:08:32,1529,1
QN9,QZ01,How does converting raw data into informative visuals improve insights during the initial phase of data analytics?,Intro to Data Analytics,S05,DAVA,Data Visualization & Analytics,1,70,2024-02-24 20:08:32,1529,1
QN1,QZ01,How does exploratory data analysis enhance decision-making in data analytics beyond just generating static reports?,Intro to Data Analytics,S06,DAVA,Data Visualization & Analytics,1,80,2024-12-25 03:56:08,2125,1
QN10,QZ01,How can anomaly detection in datasets improve decision-making during the initial stages of data analytics?,Intro to Data Analytics,S06,DAVA,Data Visualization & Analytics,1,80,2024-12-25 03:56:08,2125,1
QN2,QZ01,How can outlier detection in data analytics enhance the accuracy of predictive models before visualization begins?,Intro to Data Analytics,S06,DAVA,Data Visualization & Analytics,1,80,2024-12-25 03:56:08,2125,1
QN3,QZ01,How can data anomalies discovered during exploratory analysis impact the conclusions drawn in data analytics projects?,Intro to Data Analytics,S06,DAVA,Data Visualization & Analytics,1,80,2024-12-25 03:56:08,2125,0
QN4,QZ01,How does exploratory data analysis (EDA) enhance the decision-making process before applying predictive models?,Intro to Data Analytics,S06,DAVA,Data Visualization & Analytics,1,80,2024-12-25 03:56:08,2125,1
QN5,QZ01,How can data visualization enhance the interpretability of patterns in raw datasets during the initial stages of data analytics?,Intro to Data Analytics,S06,DAVA,Data Visualization & Analytics,1,80,2024-12-25 03:56:08,2125,1
QN6,QZ01,How can data visualization uncover hidden patterns in raw data that traditional statistical summaries might miss?,Intro to Data Analytics,S06,DAVA,Data Visualization & Analytics,1,80,2024-12-25 03:56:08,2125,0
QN7,QZ01,How can exploratory data analysis influence the choice of visualization methods in uncovering hidden patterns within a new dataset?,Intro to Data Analytics,S06,DAVA,Data Visualization & Analytics,1,80,2024-12-25 03:56:08,2125,1
QN8,QZ01,How does focusing on data quality early in analytics impact the accuracy of visualized insights in decision-making processes?,Intro to Data Analytics,S06,DAVA,Data Visualization & Analytics,1,80,2024-12-25 03:56:08,2125,1
QN9,QZ01,How does converting raw data into informative visuals improve insights during the initial phase of data analytics?,Intro to Data Analytics,S06,DAVA,Data Visualization & Analytics,1,80,2024-12-25 03:56:08,2125,1
QN1,QZ01,How does exploratory data analysis enhance decision-making in data analytics beyond just generating static reports?,Intro to Data Analytics,S07,DAVA,Data Visualization & Analytics,1,90,2024-05-31 20:11:07,2131,1
QN10,QZ01,How can anomaly detection in datasets improve decision-making during the initial stages of data analytics?,Intro to Data Analytics,S07,DAVA,Data Visualization & Analytics,1,90,2024-05-31 20:11:07,2131,1
QN2,QZ01,How can outlier detection in data analytics enhance the accuracy of predictive models before visualization begins?,Intro to Data Analytics,S07,DAVA,Data Visualization & Analytics,1,90,2024-05-31 20:11:07,2131,1
QN3,QZ01,How can data anomalies discovered during exploratory analysis impact the conclusions drawn in data analytics projects?,Intro to Data Analytics,S07,DAVA,Data Visualization & Analytics,1,90,2024-05-31 20:11:07,2131,1
QN4,QZ01,How does exploratory data analysis (EDA) enhance the decision-making process before applying predictive models?,Intro to Data Analytics,S07,DAVA,Data Visualization & Analytics,1,90,2024-05-31 20:11:07,2131,1
QN5,QZ01,How can data visualization enhance the interpretability of patterns in raw datasets during the initial stages of data analytics?,Intro to Data Analytics,S07,DAVA,Data Visualization & Analytics,1,90,2024-05-31 20:11:07,2131,1
QN6,QZ01,How can data visualization uncover hidden patterns in raw data that traditional statistical summaries might miss?,Intro to Data Analytics,S07,DAVA,Data Visualization & Analytics,1,90,2024-05-31 20:11:07,2131,0
QN7,QZ01,How can exploratory data analysis influence the choice of visualization methods in uncovering hidden patterns within a new dataset?,Intro to Data Analytics,S07,DAVA,Data Visualization & Analytics,1,90,2024-05-31 20:11:07,2131,1
QN8,QZ01,How does focusing on data quality early in analytics impact the accuracy of visualized insights in decision-making processes?,Intro to Data Analytics,S07,DAVA,Data Visualization & Analytics,1,90,2024-05-31 20:11:07,2131,1
QN9,QZ01,How does converting raw data into informative visuals improve insights during the initial phase of data analytics?,Intro to Data Analytics,S07,DAVA,Data Visualization & Analytics,1,90,2024-05-31 20:11:07,2131,1
QN1,QZ01,How does exploratory data analysis enhance decision-making in data analytics beyond just generating static reports?,Intro to Data Analytics,S08,DAVA,Data Visualization & Analytics,1,70,2024-10-12 09:04:22,1892,1
QN10,QZ01,How can anomaly detection in datasets improve decision-making during the initial stages of data analytics?,Intro to Data Analytics,S08,DAVA,Data Visualization & Analytics,1,70,2024-10-12 09:04:22,1892,1
QN2,QZ01,How can outlier detection in data analytics enhance the accuracy of predictive models before visualization begins?,Intro to Data Analytics,S08,DAVA,Data Visualization & Analytics,1,70,2024-10-12 09:04:22,1892,1
QN3,QZ01,How can data anomalies discovered during exploratory analysis impact the conclusions drawn in data analytics projects?,Intro to Data Analytics,S08,DAVA,Data Visualization & Analytics,1,70,2024-10-12 09:04:22,1892,0
QN4,QZ01,How does exploratory data analysis (EDA) enhance the decision-making process before applying predictive models?,Intro to Data Analytics,S08,DAVA,Data Visualization & Analytics,1,70,2024-10-12 09:04:22,1892,0
QN5,QZ01,How can data visualization enhance the interpretability of patterns in raw datasets during the initial stages of data analytics?,Intro to Data Analytics,S08,DAVA,Data Visualization & Analytics,1,70,2024-10-12 09:04:22,1892,1
QN6,QZ01,How can data visualization uncover hidden patterns in raw data that traditional statistical summaries might miss?,Intro to Data Analytics,S08,DAVA,Data Visualization & Analytics,1,70,2024-10-12 09:04:22,1892,0
QN7,QZ01,How can exploratory data analysis influence the choice of visualization methods in uncovering hidden patterns within a new dataset?,Intro to Data Analytics,S08,DAVA,Data Visualization & Analytics,1,70,2024-10-12 09:04:22,1892,1
QN8,QZ01,How does focusing on data quality early in analytics impact the accuracy of visualized insights in decision-making processes?,Intro to Data Analytics,S08,DAVA,Data Visualization & Analytics,1,70,2024-10-12 09:04:22,1892,1
QN9,QZ01,How does converting raw data into informative visuals improve insights during the initial phase of data analytics?,Intro to Data Analytics,S08,DAVA,Data Visualization & Analytics,1,70,2024-10-12 09:04:22,1892,1
QN1,QZ01,How does exploratory data analysis enhance decision-making in data analytics beyond just generating static reports?,Intro to Data Analytics,S09,DAVA,Data Visualization & Analytics,1,40,2024-06-29 10:52:19,1105,1
QN10,QZ01,How can anomaly detection in datasets improve decision-making during the initial stages of data analytics?,Intro to Data Analytics,S09,DAVA,Data Visualization & Analytics,1,40,2024-06-29 10:52:19,1105,1
QN2,QZ01,How can outlier detection in data analytics enhance the accuracy of predictive models before visualization begins?,Intro to Data Analytics,S09,DAVA,Data Visualization & Analytics,1,40,2024-06-29 10:52:19,1105,0
QN3,QZ01,How can data anomalies discovered during exploratory analysis impact the conclusions drawn in data analytics projects?,Intro to Data Analytics,S09,DAVA,Data Visualization & Analytics,1,40,2024-06-29 10:52:19,1105,0
QN4,QZ01,How does exploratory data analysis (EDA) enhance the decision-making process before applying predictive models?,Intro to Data Analytics,S09,DAVA,Data Visualization & Analytics,1,40,2024-06-29 10:52:19,1105,0
QN5,QZ01,How can data visualization enhance the interpretability of patterns in raw datasets during the initial stages of data analytics?,Intro to Data Analytics,S09,DAVA,Data Visualization & Analytics,1,40,2024-06-29 10:52:19,1105,1
QN6,QZ01,How can data visualization uncover hidden patterns in raw data that traditional statistical summaries might miss?,Intro to Data Analytics,S09,DAVA,Data Visualization & Analytics,1,40,2024-06-29 10:52:19,1105,0
QN7,QZ01,How can exploratory data analysis influence the choice of visualization methods in uncovering hidden patterns within a new dataset?,Intro to Data Analytics,S09,DAVA,Data Visualization & Analytics,1,40,2024-06-29 10:52:19,1105,0
QN8,QZ01,How does focusing on data quality early in analytics impact the accuracy of visualized insights in decision-making processes?,Intro to Data Analytics,S09,DAVA,Data Visualization & Analytics,1,40,2024-06-29 10:52:19,1105,1
QN9,QZ01,How does converting raw data into informative visuals improve insights during the initial phase of data analytics?,Intro to Data Analytics,S09,DAVA,Data Visualization & Analytics,1,40,2024-06-29 10:52:19,1105,0
QN1,QZ01,How does exploratory data analysis enhance decision-making in data analytics beyond just generating static reports?,Intro to Data Analytics,S10,DAVA,Data Visualization & Analytics,1,80,2024-03-05 17:14:30,703,1
QN10,QZ01,How can anomaly detection in datasets improve decision-making during the initial stages of data analytics?,Intro to Data Analytics,S10,DAVA,Data Visualization & Analytics,1,80,2024-03-05 17:14:30,703,1
QN2,QZ01,How can outlier detection in data analytics enhance the accuracy of predictive models before visualization begins?,Intro to Data Analytics,S10,DAVA,Data Visualization & Analytics,1,80,2024-03-05 17:14:30,703,1
QN3,QZ01,How can data anomalies discovered during exploratory analysis impact the conclusions drawn in data analytics projects?,Intro to Data Analytics,S10,DAVA,Data Visualization & Analytics,1,80,2024-03-05 17:14:30,703,0
QN4,QZ01,How does exploratory data analysis (EDA) enhance the decision-making process before applying predictive models?,Intro to Data Analytics,S10,DAVA,Data Visualization & Analytics,1,80,2024-03-05 17:14:30,703,1
QN5,QZ01,How can data visualization enhance the interpretability of patterns in raw datasets during the initial stages of data analytics?,Intro to Data Analytics,S10,DAVA,Data Visualization & Analytics,1,80,2024-03-05 17:14:30,703,1
QN6,QZ01,How can data visualization uncover hidden patterns in raw data that traditional statistical summaries might miss?,Intro to Data Analytics,S10,DAVA,Data Visualization & Analytics,1,80,2024-03-05 17:14:30,703,0
QN7,QZ01,How can exploratory data analysis influence the choice of visualization methods in uncovering hidden patterns within a new dataset?,Intro to Data Analytics,S10,DAVA,Data Visualization & Analytics,1,80,2024-03-05 17:14:30,703,1
QN8,QZ01,How does focusing on data quality early in analytics impact the accuracy of visualized insights in decision-making processes?,Intro to Data Analytics,S10,DAVA,Data Visualization & Analytics,1,80,2024-03-05 17:14:30,703,1
QN9,QZ01,How does converting raw data into informative visuals improve insights during the initial phase of data analytics?,Intro to Data Analytics,S10,DAVA,Data Visualization & Analytics,1,80,2024-03-05 17:14:30,703,1
QN1,QZ01,How does exploratory data analysis enhance decision-making in data analytics beyond just generating static reports?,Intro to Data Analytics,S11,DAVA,Data Visualization & Analytics,1,90,2024-08-18 08:52:43,539,1
QN10,QZ01,How can anomaly detection in datasets improve decision-making during the initial stages of data analytics?,Intro to Data Analytics,S11,DAVA,Data Visualization & Analytics,1,90,2024-08-18 08:52:43,539,1
QN2,QZ01,How can outlier detection in data analytics enhance the accuracy of predictive models before visualization begins?,Intro to Data Analytics,S11,DAVA,Data Visualization & Analytics,1,90,2024-08-18 08:52:43,539,1
QN3,QZ01,How can data anomalies discovered during exploratory analysis impact the conclusions drawn in data analytics projects?,Intro to Data Analytics,S11,DAVA,Data Visualization & Analytics,1,90,2024-08-18 08:52:43,539,1
QN4,QZ01,How does exploratory data analysis (EDA) enhance the decision-making process before applying predictive models?,Intro to Data Analytics,S11,DAVA,Data Visualization & Analytics,1,90,2024-08-18 08:52:43,539,1
QN5,QZ01,How can data visualization enhance the interpretability of patterns in raw datasets during the initial stages of data analytics?,Intro to Data Analytics,S11,DAVA,Data Visualization & Analytics,1,90,2024-08-18 08:52:43,539,1
QN6,QZ01,How can data visualization uncover hidden patterns in raw data that traditional statistical summaries might miss?,Intro to Data Analytics,S11,DAVA,Data Visualization & Analytics,1,90,2024-08-18 08:52:43,539,0
QN7,QZ01,How can exploratory data analysis influence the choice of visualization methods in uncovering hidden patterns within a new dataset?,Intro to Data Analytics,S11,DAVA,Data Visualization & Analytics,1,90,2024-08-18 08:52:43,539,1
QN8,QZ01,How does focusing on data quality early in analytics impact the accuracy of visualized insights in decision-making processes?,Intro to Data Analytics,S11,DAVA,Data Visualization & Analytics,1,90,2024-08-18 08:52:43,539,1
QN9,QZ01,How does converting raw data into informative visuals improve insights during the initial phase of data analytics?,Intro to Data Analytics,S11,DAVA,Data Visualization & Analytics,1,90,2024-08-18 08:52:43,539,1
QN1,QZ01,How does exploratory data analysis enhance decision-making in data analytics beyond just generating static reports?,Intro to Data Analytics,S12,DAVA,Data Visualization & Analytics,1,50,2024-09-25 21:43:42,713,1
QN10,QZ01,How can anomaly detection in datasets improve decision-making during the initial stages of data analytics?,Intro to Data Analytics,S12,DAVA,Data Visualization & Analytics,1,50,2024-09-25 21:43:42,713,1
QN2,QZ01,How can outlier detection in data analytics enhance the accuracy of predictive models before visualization begins?,Intro to Data Analytics,S12,DAVA,Data Visualization & Analytics,1,50,2024-09-25 21:43:42,713,0
QN3,QZ01,How can data anomalies discovered during exploratory analysis impact the conclusions drawn in data analytics projects?,Intro to Data Analytics,S12,DAVA,Data Visualization & Analytics,1,50,2024-09-25 21:43:42,713,0
